Brand,Model,Manufacture_Year,Trend_Year,Market_Value_LKR
AUDI,A4 1.9 TDI,2001,2018,250000.0
AUDI,A4 1.9 TDI,2001,2019,250000.0
AUDI,A4 1.9 TDI,2001,2020,250000.0
AUDI,A4 1.9 TDI,2001,2021,250000.0
AUDI,A4 1.9 TDI,2001,2022,300000.0
AUDI,A4 1.9 TDI,2001,2023,350000.0
AUDI,A4 1.9 TDI,2001,2024,400000.0
AUDI,A4 1.9 TDI,2001,2025,450000.0
AUDI,A4 1.9 TDI,2001,2026,500000.0
AUDI,A4 B8,2011,2011,5600000.0
AUDI,A4 B8,2011,2012,5600000.0
AUDI,A4 B8,2011,2013,5600000.0
AUDI,A4 B8,2011,2014,5600000.0
AUDI,A4 B8,2011,2015,5600000.0
AUDI,A4 B8,2011,2016,5600000.0
AUDI,A4 B8,2011,2017,5600000.0
AUDI,A4 B8,2011,2018,5600000.0
AUDI,A4 B8,2011,2019,5600000.0
AUDI,A4 B8,2011,2020,5600000.0
AUDI,A4 B8,2011,2021,5600000.0
AUDI,A4 B8,2011,2022,6720000.0
AUDI,A4 B8,2011,2023,7840000.0
AUDI,A4 B8,2011,2024,8960000.0
AUDI,A4 B8,2011,2025,10080000.0
AUDI,A4 B8,2011,2026,11200000.0
AUDI,A4 PREMIUM PLUS,2023,2023,23006500.0
AUDI,A4 PREMIUM PLUS,2023,2024,23006500.0
AUDI,A4 PREMIUM PLUS,2023,2025,23006500.0
AUDI,A4 PREMIUM PLUS,2023,2026,23006500.0
AUDI,A4 PREMIUM PLUS,2024,2024,24906000.0
AUDI,A4 PREMIUM PLUS,2024,2025,24906000.0
AUDI,A4 PREMIUM PLUS,2024,2026,24906000.0
AUDI,A4 PREMIUM PLUS,2025,2025,26266000.0
AUDI,A4 PREMIUM PLUS,2025,2026,26266000.0
AUDI,A4 RS4 CONVERSION,2012,2012,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2013,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2014,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2015,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2016,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2017,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2018,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2019,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2020,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2021,7000000.0
AUDI,A4 RS4 CONVERSION,2012,2022,8400000.0
AUDI,A4 RS4 CONVERSION,2012,2023,9800000.0
AUDI,A4 RS4 CONVERSION,2012,2024,11200000.0
AUDI,A4 RS4 CONVERSION,2012,2025,12600000.0
AUDI,A4 RS4 CONVERSION,2012,2026,14000000.0
AUDI,A4 S LINE,2010,2010,5100000.0
AUDI,A4 S LINE,2010,2011,5100000.0
AUDI,A4 S LINE,2010,2012,5100000.0
AUDI,A4 S LINE,2010,2013,5100000.0
AUDI,A4 S LINE,2010,2014,5100000.0
AUDI,A4 S LINE,2010,2015,5100000.0
AUDI,A4 S LINE,2010,2016,5100000.0
AUDI,A4 S LINE,2010,2017,5100000.0
AUDI,A4 S LINE,2010,2018,5100000.0
AUDI,A4 S LINE,2010,2019,5100000.0
AUDI,A4 S LINE,2010,2020,5100000.0
AUDI,A4 S LINE,2010,2021,5100000.0
AUDI,A4 S LINE,2010,2022,6120000.0
AUDI,A4 S LINE,2010,2023,7140000.0
AUDI,A4 S LINE,2010,2024,8160000.0
AUDI,A4 S LINE,2010,2025,9180000.0
AUDI,A4 S LINE,2010,2026,10200000.0
AUDI,A4 S LINE,2016,2016,10750000.0
AUDI,A4 S LINE,2016,2017,10750000.0
AUDI,A4 S LINE,2016,2018,10750000.0
AUDI,A4 S LINE,2016,2019,10750000.0
AUDI,A4 S LINE,2016,2020,10750000.0
AUDI,A4 S LINE,2016,2021,10750000.0
AUDI,A4 S LINE,2016,2022,12900000.0
AUDI,A4 S LINE,2016,2023,15050000.0
AUDI,A4 S LINE,2016,2024,17200000.0
AUDI,A4 S LINE,2016,2025,19350000.0
AUDI,A4 S LINE,2016,2026,21500000.0
AUDI,A5,2014,2014,11000000.0
AUDI,A5,2014,2015,11000000.0
AUDI,A5,2014,2016,11000000.0
AUDI,A5,2014,2017,11000000.0
AUDI,A5,2014,2018,11000000.0
AUDI,A5,2014,2019,11000000.0
AUDI,A5,2014,2020,11000000.0
AUDI,A5,2014,2021,11000000.0
AUDI,A5,2014,2022,13200000.0
AUDI,A5,2014,2023,15400000.0
AUDI,A5,2014,2024,17600000.0
AUDI,A5,2014,2025,19800000.0
AUDI,A5,2014,2026,22000000.0
AUDI,A5,2018,2018,15825000.0
AUDI,A5,2018,2019,15825000.0
AUDI,A5,2018,2020,15825000.0
AUDI,A5,2018,2021,15825000.0
AUDI,A5,2018,2022,18990000.0
AUDI,A5,2018,2023,22155000.0
AUDI,A5,2018,2024,25320000.0
AUDI,A5,2018,2025,28485000.0
AUDI,A5,2018,2026,31650000.0
AUDI,A5 PREMIUM PLUS,2023,2023,28231000.0
AUDI,A5 PREMIUM PLUS,2023,2024,28231000.0
AUDI,A5 PREMIUM PLUS,2023,2025,28231000.0
AUDI,A5 PREMIUM PLUS,2023,2026,28231000.0
AUDI,A5 PREMIUM PLUS,2024,2024,29652000.0
AUDI,A5 PREMIUM PLUS,2024,2025,29652000.0
AUDI,A5 PREMIUM PLUS,2024,2026,29652000.0
AUDI,A5 PREMIUM PLUS,2025,2025,31333583.33
AUDI,A5 PREMIUM PLUS,2025,2026,31333583.33
AUDI,A6,2001,2001,2400000.0
AUDI,A6,2001,2002,2400000.0
AUDI,A6,2001,2003,2400000.0
AUDI,A6,2001,2004,2400000.0
AUDI,A6,2001,2005,2400000.0
AUDI,A6,2001,2006,2400000.0
AUDI,A6,2001,2007,2400000.0
AUDI,A6,2001,2008,2400000.0
AUDI,A6,2001,2009,2400000.0
AUDI,A6,2001,2010,2400000.0
AUDI,A6,2001,2011,2400000.0
AUDI,A6,2001,2012,2400000.0
AUDI,A6,2001,2013,2400000.0
AUDI,A6,2001,2014,2400000.0
AUDI,A6,2001,2015,2400000.0
AUDI,A6,2001,2016,2400000.0
AUDI,A6,2001,2017,2400000.0
AUDI,A6,2001,2018,2400000.0
AUDI,A6,2001,2019,2400000.0
AUDI,A6,2001,2020,2400000.0
AUDI,A6,2001,2021,2400000.0
AUDI,A6,2001,2022,2880000.0
AUDI,A6,2001,2023,3360000.0
AUDI,A6,2001,2024,3840000.0
AUDI,A6,2001,2025,4320000.0
AUDI,A6,2001,2026,4800000.0
AUDI,A6,2003,2003,2425000.0
AUDI,A6,2003,2004,2425000.0
AUDI,A6,2003,2005,2425000.0
AUDI,A6,2003,2006,2425000.0
AUDI,A6,2003,2007,2425000.0
AUDI,A6,2003,2008,2425000.0
AUDI,A6,2003,2009,2425000.0
AUDI,A6,2003,2010,2425000.0
AUDI,A6,2003,2011,2425000.0
AUDI,A6,2003,2012,2425000.0
AUDI,A6,2003,2013,2425000.0
AUDI,A6,2003,2014,2425000.0
AUDI,A6,2003,2015,2425000.0
AUDI,A6,2003,2016,2425000.0
AUDI,A6,2003,2017,2425000.0
AUDI,A6,2003,2018,2425000.0
AUDI,A6,2003,2019,2425000.0
AUDI,A6,2003,2020,2425000.0
AUDI,A6,2003,2021,2425000.0
AUDI,A6,2003,2022,2910000.0
AUDI,A6,2003,2023,3395000.0
AUDI,A6,2003,2024,3880000.0
AUDI,A6,2003,2025,4365000.0
AUDI,A6,2003,2026,4850000.0
AUDI,A6,2011,2011,5745000.0
AUDI,A6,2011,2012,5745000.0
AUDI,A6,2011,2013,5745000.0
AUDI,A6,2011,2014,5745000.0
AUDI,A6,2011,2015,5745000.0
AUDI,A6,2011,2016,5745000.0
AUDI,A6,2011,2017,5745000.0
AUDI,A6,2011,2018,5745000.0
AUDI,A6,2011,2019,5745000.0
AUDI,A6,2011,2020,5745000.0
AUDI,A6,2011,2021,5745000.0
AUDI,A6,2011,2022,6894000.0
AUDI,A6,2011,2023,8043000.0
AUDI,A6,2011,2024,9192000.0
AUDI,A6,2011,2025,10341000.0
AUDI,A6,2011,2026,11490000.0
AUDI,A6,2012,2012,7450000.0
AUDI,A6,2012,2013,7450000.0
AUDI,A6,2012,2014,7450000.0
AUDI,A6,2012,2015,7450000.0
AUDI,A6,2012,2016,7450000.0
AUDI,A6,2012,2017,7450000.0
AUDI,A6,2012,2018,7450000.0
AUDI,A6,2012,2019,7450000.0
AUDI,A6,2012,2020,7450000.0
AUDI,A6,2012,2021,7450000.0
AUDI,A6,2012,2022,8940000.0
AUDI,A6,2012,2023,10430000.0
AUDI,A6,2012,2024,11920000.0
AUDI,A6,2012,2025,13410000.0
AUDI,A6,2012,2026,14900000.0
AUDI,A6,2013,2013,9000000.0
AUDI,A6,2013,2014,9000000.0
AUDI,A6,2013,2015,9000000.0
AUDI,A6,2013,2016,9000000.0
AUDI,A6,2013,2017,9000000.0
AUDI,A6,2013,2018,9000000.0
AUDI,A6,2013,2019,9000000.0
AUDI,A6,2013,2020,9000000.0
AUDI,A6,2013,2021,9000000.0
AUDI,A6,2013,2022,10800000.0
AUDI,A6,2013,2023,12600000.0
AUDI,A6,2013,2024,14400000.0
AUDI,A6,2013,2025,16200000.0
AUDI,A6,2013,2026,18000000.0
AUDI,A6,2023,2023,36441625.0
AUDI,A6,2023,2024,36441625.0
AUDI,A6,2023,2025,36441625.0
AUDI,A6,2023,2026,36441625.0
AUDI,A6,2024,2024,39338833.33
AUDI,A6,2024,2025,39338833.33
AUDI,A6,2024,2026,39338833.33
AUDI,A6,2025,2025,40866272.73
AUDI,A6,2025,2026,40866272.73
AUDI,A6 EXECUTIVE,2023,2023,35583833.33
AUDI,A6 EXECUTIVE,2023,2024,35583833.33
AUDI,A6 EXECUTIVE,2023,2025,35583833.33
AUDI,A6 EXECUTIVE,2023,2026,35583833.33
AUDI,A6 EXECUTIVE,2024,2024,37421571.43
AUDI,A6 EXECUTIVE,2024,2025,37421571.43
AUDI,A6 EXECUTIVE,2024,2026,37421571.43
AUDI,A6 EXECUTIVE,2025,2025,39561666.67
AUDI,A6 EXECUTIVE,2025,2026,39561666.67
AUDI,A6 S LINE,2010,2010,5875000.0
AUDI,A6 S LINE,2010,2011,5875000.0
AUDI,A6 S LINE,2010,2012,5875000.0
AUDI,A6 S LINE,2010,2013,5875000.0
AUDI,A6 S LINE,2010,2014,5875000.0
AUDI,A6 S LINE,2010,2015,5875000.0
AUDI,A6 S LINE,2010,2016,5875000.0
AUDI,A6 S LINE,2010,2017,5875000.0
AUDI,A6 S LINE,2010,2018,5875000.0
AUDI,A6 S LINE,2010,2019,5875000.0
AUDI,A6 S LINE,2010,2020,5875000.0
AUDI,A6 S LINE,2010,2021,5875000.0
AUDI,A6 S LINE,2010,2022,7050000.0
AUDI,A6 S LINE,2010,2023,8225000.0
AUDI,A6 S LINE,2010,2024,9400000.0
AUDI,A6 S LINE,2010,2025,10575000.0
AUDI,A6 S LINE,2010,2026,11750000.0
AUDI,A6 S LINE,2016,2016,12400000.0
AUDI,A6 S LINE,2016,2017,12400000.0
AUDI,A6 S LINE,2016,2018,12400000.0
AUDI,A6 S LINE,2016,2019,12400000.0
AUDI,A6 S LINE,2016,2020,12400000.0
AUDI,A6 S LINE,2016,2021,12400000.0
AUDI,A6 S LINE,2016,2022,14880000.0
AUDI,A6 S LINE,2016,2023,17360000.0
AUDI,A6 S LINE,2016,2024,19840000.0
AUDI,A6 S LINE,2016,2025,22320000.0
AUDI,A6 S LINE,2016,2026,24800000.0
AUDI,A6 T1.8,2004,2004,4347500.0
AUDI,A6 T1.8,2004,2005,4347500.0
AUDI,A6 T1.8,2004,2006,4347500.0
AUDI,A6 T1.8,2004,2007,4347500.0
AUDI,A6 T1.8,2004,2008,4347500.0
AUDI,A6 T1.8,2004,2009,4347500.0
AUDI,A6 T1.8,2004,2010,4347500.0
AUDI,A6 T1.8,2004,2011,4347500.0
AUDI,A6 T1.8,2004,2012,4347500.0
AUDI,A6 T1.8,2004,2013,4347500.0
AUDI,A6 T1.8,2004,2014,4347500.0
AUDI,A6 T1.8,2004,2015,4347500.0
AUDI,A6 T1.8,2004,2016,4347500.0
AUDI,A6 T1.8,2004,2017,4347500.0
AUDI,A6 T1.8,2004,2018,4347500.0
AUDI,A6 T1.8,2004,2019,4347500.0
AUDI,A6 T1.8,2004,2020,4347500.0
AUDI,A6 T1.8,2004,2021,4347500.0
AUDI,A6 T1.8,2004,2022,5217000.0
AUDI,A6 T1.8,2004,2023,6086500.0
AUDI,A6 T1.8,2004,2024,6956000.0
AUDI,A6 T1.8,2004,2025,7825500.0
AUDI,A6 T1.8,2004,2026,8695000.0
AUDI,A6 TFSI,2017,2017,12825000.0
AUDI,A6 TFSI,2017,2018,12825000.0
AUDI,A6 TFSI,2017,2019,12825000.0
AUDI,A6 TFSI,2017,2020,12825000.0
AUDI,A6 TFSI,2017,2021,12825000.0
AUDI,A6 TFSI,2017,2022,15390000.0
AUDI,A6 TFSI,2017,2023,17955000.0
AUDI,A6 TFSI,2017,2024,20520000.0
AUDI,A6 TFSI,2017,2025,23085000.0
AUDI,A6 TFSI,2017,2026,25650000.0
AUDI,A8L,2013,2013,12500000.0
AUDI,A8L,2013,2014,12500000.0
AUDI,A8L,2013,2015,12500000.0
AUDI,A8L,2013,2016,12500000.0
AUDI,A8L,2013,2017,12500000.0
AUDI,A8L,2013,2018,12500000.0
AUDI,A8L,2013,2019,12500000.0
AUDI,A8L,2013,2020,12500000.0
AUDI,A8L,2013,2021,12500000.0
AUDI,A8L,2013,2022,15000000.0
AUDI,A8L,2013,2023,17500000.0
AUDI,A8L,2013,2024,20000000.0
AUDI,A8L,2013,2025,22500000.0
AUDI,A8L,2013,2026,25000000.0
AUDI,Q3 SPORTBACK,2023,2023,20057000.0
AUDI,Q3 SPORTBACK,2023,2024,20057000.0
AUDI,Q3 SPORTBACK,2023,2025,20057000.0
AUDI,Q3 SPORTBACK,2023,2026,20057000.0
AUDI,Q3 SPORTBACK,2024,2024,20956666.67
AUDI,Q3 SPORTBACK,2024,2025,20956666.67
AUDI,Q3 SPORTBACK,2024,2026,20956666.67
AUDI,Q3 SPORTBACK,2025,2025,21846800.0
AUDI,Q3 SPORTBACK,2025,2026,21846800.0
AUDI,Q3 SPORTBACK PREMIUM,2023,2023,19961181.82
AUDI,Q3 SPORTBACK PREMIUM,2023,2024,19961181.82
AUDI,Q3 SPORTBACK PREMIUM,2023,2025,19961181.82
AUDI,Q3 SPORTBACK PREMIUM,2023,2026,19961181.82
AUDI,Q3 SPORTBACK PREMIUM,2024,2024,21291500.0
AUDI,Q3 SPORTBACK PREMIUM,2024,2025,21291500.0
